ID,Keyword,Type,Category,City,Route,CPC (INR),Search Volume,Competition
379,haridwar honda city,City-Specific,Service,Haridwar,,₹121.57,Medium,Medium
380,haridwar toyota etios,City-Specific,Service,Haridwar,,₹115.97,Medium,Medium
381,haridwar airport taxi,City-Specific,Service,Haridwar,,₹199.26,Medium,Medium
382,haridwar airport cab,City-Specific,Service,Haridwar,,₹182.01,Medium,Medium
383,haridwar airport transfer,City-Specific,Service,Haridwar,,₹178.44,Medium,Medium
384,haridwar airport pickup,City-Specific,Service,Haridwar,,₹180.67,Medium,Medium
385,haridwar airport drop,City-Specific,Service,Haridwar,,₹185.49,Medium,Medium
386,haridwar railway station taxi,City-Specific,Service,Haridwar,,₹117.91,Medium,Medium
387,haridwar station pickup,City-Specific,Service,Haridwar,,₹112.17,Medium,Medium
388,haridwar outstation taxi,City-Specific,Service,Haridwar,,₹113.33,Medium,Medium
389,haridwar outstation cab,City-Specific,Service,Haridwar,,₹110.20,Medium,Medium
390,haridwar local taxi,City-Specific,Service,Haridwar,,₹135.91,Medium,Medium
391,haridwar local cab,City-Specific,Service,Haridwar,,₹137.55,Medium,Medium
392,haridwar hourly rental,City-Specific,Service,Haridwar,,₹130.06,Medium,Medium
393,haridwar full day taxi,City-Specific,Service,Haridwar,,₹114.24,Medium,Medium
394,haridwar half day taxi,City-Specific,Service,Haridwar,,₹120.85,Medium,Medium
395,haridwar intercity cab,City-Specific,Service,Haridwar,,₹110.70,Medium,Medium
396,haridwar interstate taxi,City-Specific,Service,Haridwar,,₹115.48,Medium,Medium
397,haridwar one way taxi,City-Specific,Service,Haridwar,,₹129.94,Medium,Medium
398,haridwar round trip cab,City-Specific,Service,Haridwar,,₹130.20,Medium,Medium
399,haridwar drop taxi service,City-Specific,Service,Haridwar,,₹125.69,Medium,Medium
400,haridwar pickup service,City-Specific,Service,Haridwar,,₹133.75,Medium,Medium
401,haridwar wedding taxi,City-Specific,Service,Haridwar,,₹182.25,Medium,Medium
402,haridwar wedding car rental,City-Specific,Service,Haridwar,,₹180.97,Medium,Medium
403,haridwar corporate taxi,City-Specific,Service,Haridwar,,₹180.86,Medium,Medium
404,haridwar business cab,City-Specific,Service,Haridwar,,₹186.83,Medium,Medium
405,haridwar tourist taxi,City-Specific,Service,Haridwar,,₹115.59,Medium,Medium
406,haridwar sightseeing cab,City-Specific,Service,Haridwar,,₹138.15,Medium,Medium
407,haridwar pilgrimage taxi,City-Specific,Service,Haridwar,,₹110.29,Medium,Medium
408,haridwar family taxi,City-Specific,Service,Haridwar,,₹129.11,Medium,Medium
409,haridwar group taxi,City-Specific,Service,Haridwar,,₹138.37,Medium,Medium
410,haridwar honeymoon cab,City-Specific,Service,Haridwar,,₹128.45,Medium,Medium
411,haridwar event taxi,City-Specific,Service,Haridwar,,₹111.42,Medium,Medium
412,haridwar party cab,City-Specific,Service,Haridwar,,₹139.95,Medium,Medium
413,haridwar conference taxi,City-Specific,Service,Haridwar,,₹131.10,Medium,Medium
414,haridwar meeting cab,City-Specific,Service,Haridwar,,₹124.03,Medium,Medium
415,haridwar tour taxi,City-Specific,Service,Haridwar,,₹111.71,Medium,Medium
416,haridwar 24x7 taxi,City-Specific,Service,Haridwar,,₹124.25,Medium,Medium
417,haridwar 24 hour cab,City-Specific,Service,Haridwar,,₹133.45,Medium,Medium
418,haridwar night taxi,City-Specific,Service,Haridwar,,₹127.12,Medium,Medium
419,haridwar late night cab,City-Specific,Service,Haridwar,,₹136.46,Medium,Medium
420,haridwar early morning taxi,City-Specific,Service,Haridwar,,₹135.12,Medium,Medium
421,haridwar weekend taxi,City-Specific,Service,Haridwar,,₹112.63,Medium,Medium
422,haridwar holiday cab,City-Specific,Service,Haridwar,,₹132.07,Medium,Medium
423,haridwar emergency taxi,City-Specific,Service,Haridwar,,₹112.44,Medium,Medium
424,haridwar instant cab,City-Specific,Service,Haridwar,,₹135.63,Medium,Medium
425,haridwar on demand taxi,City-Specific,Service,Haridwar,,₹124.04,Medium,Medium
426,haridwar gps taxi,City-Specific,Service,Haridwar,,₹136.76,Medium,Medium
427,haridwar ac cab,City-Specific,Service,Haridwar,,₹131.73,Medium,Medium
428,haridwar sanitized taxi,City-Specific,Service,Haridwar,,₹139.93,Medium,Medium
429,haridwar clean cab,City-Specific,Service,Haridwar,,₹112.10,Medium,Medium
430,haridwar safe cab,City-Specific,Service,Haridwar,,₹118.05,Medium,Medium
431,haridwar verified driver taxi,City-Specific,Service,Haridwar,,₹132.71,Medium,Medium
432,haridwar professional driver cab,City-Specific,Service,Haridwar,,₹133.97,Medium,Medium
433,haridwar lady driver taxi,City-Specific,Service,Haridwar,,₹135.89,Medium,Medium
434,haridwar women safe cab,City-Specific,Service,Haridwar,,₹124.59,Medium,Medium
435,haridwar comfortable taxi,City-Specific,Service,Haridwar,,₹115.67,Medium,Medium
436,haridwar spacious cab,City-Specific,Service,Haridwar,,₹111.61,Medium,Medium
437,haridwar music system car,City-Specific,Service,Haridwar,,₹130.27,Medium,Medium
438,haridwar wifi car rental,City-Specific,Service,Haridwar,,₹133.71,Medium,Medium
439,haridwar pet friendly taxi,City-Specific,Service,Haridwar,,₹121.73,Medium,Medium
440,haridwar child seat taxi,City-Specific,Service,Haridwar,,₹139.63,Medium,Medium
441,haridwar cheap taxi,City-Specific,Service,Haridwar,,₹97.89,Medium,High
442,haridwar affordable cab,City-Specific,Service,Haridwar,,₹92.47,Medium,Medium
443,haridwar budget taxi,City-Specific,Service,Haridwar,,₹101.03,Medium,Medium
444,haridwar low cost cab,City-Specific,Service,Haridwar,,₹121.45,Medium,Medium
445,haridwar economical taxi,City-Specific,Service,Haridwar,,₹135.47,Medium,Medium
446,haridwar best price cab,City-Specific,Service,Haridwar,,₹118.55,Medium,High
447,haridwar discount taxi,City-Specific,Service,Haridwar,,₹125.03,Medium,Medium
448,haridwar offer cab,City-Specific,Service,Haridwar,,₹119.71,Medium,Medium
449,haridwar competitive rates taxi,City-Specific,Service,Haridwar,,₹130.30,Medium,Medium
450,haridwar value for money cab,City-Specific,Service,Haridwar,,₹116.41,Medium,Medium
451,haridwar online taxi booking,City-Specific,Service,Haridwar,,₹172.51,Medium,Medium
452,haridwar instant cab booking,City-Specific,Service,Haridwar,,₹156.22,Medium,Medium
453,haridwar advance taxi reservation,City-Specific,Service,Haridwar,,₹122.04,Medium,Medium
454,haridwar quick cab booking,City-Specific,Service,Haridwar,,₹153.78,Medium,Medium
455,haridwar app taxi booking,City-Specific,Service,Haridwar,,₹173.48,Medium,Medium
456,haridwar website cab booking,City-Specific,Service,Haridwar,,₹169.59,Medium,Medium
457,haridwar phone taxi booking,City-Specific,Service,Haridwar,,₹166.36,Medium,Medium
458,haridwar whatsapp cab booking,City-Specific,Service,Haridwar,,₹160.06,Medium,Medium
459,haridwar easy taxi booking,City-Specific,Service,Haridwar,,₹152.56,Medium,Medium
460,haridwar hassle free cab booking,City-Specific,Service,Haridwar,,₹166.39,Medium,Medium
461,chandigarh taxi service,City-Specific,Service,Chandigarh,,₹128.60,Medium,Medium
462,chandigarh cab booking,City-Specific,Service,Chandigarh,,₹171.35,Medium,Medium
463,chandigarh car rental,City-Specific,Service,Chandigarh,,₹127.37,Medium,Medium
464,chandigarh taxi booking online,City-Specific,Service,Chandigarh,,₹155.55,Medium,Medium
465,chandigarh cab service online,City-Specific,Service,Chandigarh,,₹131.61,Medium,Medium
466,chandigarh car hire,City-Specific,Service,Chandigarh,,₹121.47,Medium,Medium
467,chandigarh taxi near me,City-Specific,Service,Chandigarh,,₹112.50,Medium,High
468,chandigarh cab near me,City-Specific,Service,Chandigarh,,₹124.91,Medium,High
469,taxi service in chandigarh,City-Specific,Service,Chandigarh,,₹117.45,Medium,Medium
470,cab service in chandigarh,City-Specific,Service,Chandigarh,,₹121.30,Medium,Medium
471,car rental in chandigarh,City-Specific,Service,Chandigarh,,₹130.80,Medium,Medium
472,best taxi in chandigarh,City-Specific,Service,Chandigarh,,₹126.15,Medium,High
473,best cab in chandigarh,City-Specific,Service,Chandigarh,,₹118.74,Medium,High
474,cheap taxi in chandigarh,City-Specific,Service,Chandigarh,,₹89.87,Medium,High
475,affordable cab in chandigarh,City-Specific,Service,Chandigarh,,₹97.60,Medium,Medium
476,luxury taxi chandigarh,City-Specific,Service,Chandigarh,,₹253.75,Medium,Medium
477,premium cab chandigarh,City-Specific,Service,Chandigarh,,₹258.39,Medium,Medium
478,chandigarh taxi company,City-Specific,Service,Chandigarh,,₹121.96,Medium,Medium
479,chandigarh cab company,City-Specific,Service,Chandigarh,,₹114.19,Medium,Medium
480,chandigarh car rental company,City-Specific,Service,Chandigarh,,₹113.07,Medium,Medium
481,chandigarh sedan taxi,City-Specific,Service,Chandigarh,,₹112.56,Medium,Medium
482,chandigarh suv rental,City-Specific,Service,Chandigarh,,₹129.09,Medium,Medium
483,chandigarh hatchback cab,City-Specific,Service,Chandigarh,,₹119.16,Medium,Medium
484,chandigarh innova taxi,City-Specific,Service,Chandigarh,,₹110.39,Medium,Medium
485,chandigarh ertiga cab,City-Specific,Service,Chandigarh,,₹130.51,Medium,Medium
486,chandigarh tempo traveller,City-Specific,Service,Chandigarh,,₹137.01,Medium,Medium
487,chandigarh mini bus rental,City-Specific,Service,Chandigarh,,₹123.29,Medium,Medium
488,chandigarh luxury car rental,City-Specific,Service,Chandigarh,,₹263.78,Medium,Medium
489,chandigarh ac taxi,City-Specific,Service,Chandigarh,,₹122.17,Medium,Medium
490,chandigarh 4 seater cab,City-Specific,Service,Chandigarh,,₹123.56,Medium,Medium
491,chandigarh 6 seater cab,City-Specific,Service,Chandigarh,,₹110.97,Medium,Medium
492,chandigarh 7 seater cab,City-Specific,Service,Chandigarh,,₹113.47,Medium,Medium
493,chandigarh swift dzire,City-Specific,Service,Chandigarh,,₹123.47,Medium,Medium
494,chandigarh honda city,City-Specific,Service,Chandigarh,,₹113.32,Medium,Medium
495,chandigarh toyota etios,City-Specific,Service,Chandigarh,,₹127.25,Medium,Medium
496,chandigarh airport taxi,City-Specific,Service,Chandigarh,,₹175.03,Medium,Medium
497,chandigarh airport cab,City-Specific,Service,Chandigarh,,₹189.84,Medium,Medium
498,chandigarh airport transfer,City-Specific,Service,Chandigarh,,₹182.10,Medium,Medium
499,chandigarh airport pickup,City-Specific,Service,Chandigarh,,₹177.90,Medium,Medium
500,chandigarh airport drop,City-Specific,Service,Chandigarh,,₹187.24,Medium,Medium
501,chandigarh railway station taxi,City-Specific,Service,Chandigarh,,₹117.29,Medium,Medium
502,chandigarh station pickup,City-Specific,Service,Chandigarh,,₹113.56,Medium,Medium
503,chandigarh outstation taxi,City-Specific,Service,Chandigarh,,₹125.15,Medium,Medium
504,chandigarh outstation cab,City-Specific,Service,Chandigarh,,₹122.02,Medium,Medium
505,chandigarh local taxi,City-Specific,Service,Chandigarh,,₹131.60,Medium,Medium
506,chandigarh local cab,City-Specific,Service,Chandigarh,,₹122.27,Medium,Medium
507,chandigarh hourly rental,City-Specific,Service,Chandigarh,,₹136.07,Medium,Medium
508,chandigarh full day taxi,City-Specific,Service,Chandigarh,,₹116.73,Medium,Medium
509,chandigarh half day taxi,City-Specific,Service,Chandigarh,,₹124.11,Medium,Medium
510,chandigarh intercity cab,City-Specific,Service,Chandigarh,,₹115.08,Medium,Medium
511,chandigarh interstate taxi,City-Specific,Service,Chandigarh,,₹135.33,Medium,Medium
512,chandigarh one way taxi,City-Specific,Service,Chandigarh,,₹118.06,Medium,Medium
513,chandigarh round trip cab,City-Specific,Service,Chandigarh,,₹126.89,Medium,Medium
514,chandigarh drop taxi service,City-Specific,Service,Chandigarh,,₹115.62,Medium,Medium
515,chandigarh pickup service,City-Specific,Service,Chandigarh,,₹115.81,Medium,Medium
516,chandigarh wedding taxi,City-Specific,Service,Chandigarh,,₹180.00,Medium,Medium
517,chandigarh wedding car rental,City-Specific,Service,Chandigarh,,₹175.62,Medium,Medium
518,chandigarh corporate taxi,City-Specific,Service,Chandigarh,,₹195.62,Medium,Medium
519,chandigarh business cab,City-Specific,Service,Chandigarh,,₹189.11,Medium,Medium
520,chandigarh tourist taxi,City-Specific,Service,Chandigarh,,₹111.43,Medium,Medium
521,chandigarh sightseeing cab,City-Specific,Service,Chandigarh,,₹113.66,Medium,Medium
522,chandigarh pilgrimage taxi,City-Specific,Service,Chandigarh,,₹130.07,Medium,Medium
523,chandigarh family taxi,City-Specific,Service,Chandigarh,,₹111.86,Medium,Medium
524,chandigarh group taxi,City-Specific,Service,Chandigarh,,₹124.91,Medium,Medium
525,chandigarh honeymoon cab,City-Specific,Service,Chandigarh,,₹117.10,Medium,Medium
526,chandigarh event taxi,City-Specific,Service,Chandigarh,,₹137.36,Medium,Medium
527,chandigarh party cab,City-Specific,Service,Chandigarh,,₹124.37,Medium,Medium
528,chandigarh conference taxi,City-Specific,Service,Chandigarh,,₹136.12,Medium,Medium
529,chandigarh meeting cab,City-Specific,Service,Chandigarh,,₹139.52,Medium,Medium
530,chandigarh tour taxi,City-Specific,Service,Chandigarh,,₹128.89,Medium,Medium
531,chandigarh 24x7 taxi,City-Specific,Service,Chandigarh,,₹139.43,Medium,Medium
532,chandigarh 24 hour cab,City-Specific,Service,Chandigarh,,₹125.67,Medium,Medium
533,chandigarh night taxi,City-Specific,Service,Chandigarh,,₹133.23,Medium,Medium
534,chandigarh late night cab,City-Specific,Service,Chandigarh,,₹139.93,Medium,Medium
535,chandigarh early morning taxi,City-Specific,Service,Chandigarh,,₹110.10,Medium,Medium
536,chandigarh weekend taxi,City-Specific,Service,Chandigarh,,₹119.25,Medium,Medium
537,chandigarh holiday cab,City-Specific,Service,Chandigarh,,₹112.79,Medium,Medium
538,chandigarh emergency taxi,City-Specific,Service,Chandigarh,,₹139.69,Medium,Medium
539,chandigarh instant cab,City-Specific,Service,Chandigarh,,₹129.25,Medium,Medium
540,chandigarh on demand taxi,City-Specific,Service,Chandigarh,,₹113.58,Medium,Medium
541,chandigarh gps taxi,City-Specific,Service,Chandigarh,,₹113.22,Medium,Medium
542,chandigarh ac cab,City-Specific,Service,Chandigarh,,₹132.34,Medium,Medium
543,chandigarh sanitized taxi,City-Specific,Service,Chandigarh,,₹137.68,Medium,Medium
544,chandigarh clean cab,City-Specific,Service,Chandigarh,,₹113.00,Medium,Medium
545,chandigarh safe cab,City-Specific,Service,Chandigarh,,₹131.92,Medium,Medium
546,chandigarh verified driver taxi,City-Specific,Service,Chandigarh,,₹110.42,Medium,Medium
547,chandigarh professional driver cab,City-Specific,Service,Chandigarh,,₹129.48,Medium,Medium
548,chandigarh lady driver taxi,City-Specific,Service,Chandigarh,,₹114.17,Medium,Medium
549,chandigarh women safe cab,City-Specific,Service,Chandigarh,,₹120.92,Medium,Medium
550,chandigarh comfortable taxi,City-Specific,Service,Chandigarh,,₹135.96,Medium,Medium
551,chandigarh spacious cab,City-Specific,Service,Chandigarh,,₹133.11,Medium,Medium
552,chandigarh music system car,City-Specific,Service,Chandigarh,,₹121.66,Medium,Medium
553,chandigarh wifi car rental,City-Specific,Service,Chandigarh,,₹127.92,Medium,Medium
554,chandigarh pet friendly taxi,City-Specific,Service,Chandigarh,,₹115.18,Medium,Medium
555,chandigarh child seat taxi,City-Specific,Service,Chandigarh,,₹115.57,Medium,Medium
556,chandigarh cheap taxi,City-Specific,Service,Chandigarh,,₹93.09,Medium,High
557,chandigarh affordable cab,City-Specific,Service,Chandigarh,,₹93.13,Medium,Medium
558,chandigarh budget taxi,City-Specific,Service,Chandigarh,,₹97.35,Medium,Medium
559,chandigarh low cost cab,City-Specific,Service,Chandigarh,,₹123.62,Medium,Medium
560,chandigarh economical taxi,City-Specific,Service,Chandigarh,,₹130.91,Medium,Medium
561,chandigarh best price cab,City-Specific,Service,Chandigarh,,₹126.57,Medium,High
562,chandigarh discount taxi,City-Specific,Service,Chandigarh,,₹121.57,Medium,Medium
563,chandigarh offer cab,City-Specific,Service,Chandigarh,,₹119.69,Medium,Medium
564,chandigarh competitive rates taxi,City-Specific,Service,Chandigarh,,₹111.00,Medium,Medium
565,chandigarh value for money cab,City-Specific,Service,Chandigarh,,₹133.45,Medium,Medium
566,chandigarh online taxi booking,City-Specific,Service,Chandigarh,,₹149.26,Medium,Medium
567,chandigarh instant cab booking,City-Specific,Service,Chandigarh,,₹159.92,Medium,Medium
568,chandigarh advance taxi reservation,City-Specific,Service,Chandigarh,,₹122.72,Medium,Medium
569,chandigarh quick cab booking,City-Specific,Service,Chandigarh,,₹156.31,Medium,Medium
570,chandigarh app taxi booking,City-Specific,Service,Chandigarh,,₹147.93,Medium,Medium
571,chandigarh website cab booking,City-Specific,Service,Chandigarh,,₹167.62,Medium,Medium
572,chandigarh phone taxi booking,City-Specific,Service,Chandigarh,,₹145.36,Medium,Medium
573,chandigarh whatsapp cab booking,City-Specific,Service,Chandigarh,,₹165.65,Medium,Medium
574,chandigarh easy taxi booking,City-Specific,Service,Chandigarh,,₹171.05,Medium,Medium
575,chandigarh hassle free cab booking,City-Specific,Service,Chandigarh,,₹149.89,Medium,Medium
576,shimla taxi service,City-Specific,Service,Shimla,,₹110.85,Medium,Medium
